date,state,unemployment_rate,national_unemployment_rate,federal_funds_rate,manufacturing_employment_share,labor_force_participation_rate,inflation_cpi,recession_indicator,treasury_10y_yield,unemployment_yoy_change,fed_rate_change,unemployment_lagged_1mo,fed_rate_lagged_1mo,unemployment_volatility_12mo
1999-02-01,UT,3.6,4.4,4.76,,67.2,164.7,0.0,4.75,0.20000000000000018,0.0,3.6,4.76,0.24246211825331618
1999-02-01,VA,2.7,4.4,4.76,,67.2,164.7,0.0,4.75,-0.2999999999999998,0.0,2.7,4.76,0.2424621182533167
1999-02-01,VT,3.1,4.4,4.76,,67.2,164.7,0.0,4.75,-0.3999999999999999,0.0,3.2,4.76,0.23915887961139243
1999-02-01,WA,4.8,4.4,4.76,,67.2,164.7,0.0,4.75,0.09999999999999964,0.0,4.8,4.76,0.22696949467970018
1999-02-01,WI,3.2,4.4,4.76,,67.2,164.7,0.0,4.75,0.09999999999999964,0.0,3.3,4.76,0.2015094553763362
1999-02-01,WV,6.5,4.4,4.76,,67.2,164.7,0.0,4.75,-0.20000000000000018,0.0,6.5,4.76,0.18319554050416503
1999-02-01,WY,4.9,4.4,4.76,,67.2,164.7,0.0,4.75,0.20000000000000018,0.0,4.8,4.76,0.15859229221977447
1999-03-01,AK,6.5,4.2,4.81,,67.0,164.8,0.0,5.4,0.20000000000000018,0.04999999999999982,6.4,4.76,0.12401124093724383
1999-03-01,AL,4.7,4.2,4.81,,67.0,164.8,0.0,5.4,0.1999999999999993,0.0,4.6,4.81,0.09847319278350346
1999-03-01,AR,4.6,4.2,4.81,,67.0,164.8,0.0,5.4,-0.5,0.0,4.6,4.81,0.1044465935734545
1999-03-01,AZ,4.6,4.2,4.81,,67.0,164.8,0.0,5.4,0.20000000000000018,0.0,4.5,4.81,0.13026778945581513
1999-03-01,CA,5.5,4.2,4.81,,67.0,164.8,0.0,5.4,-0.40000000000000036,0.0,5.6,4.81,0.16696942198736764
1999-03-01,CO,3.0,4.2,4.81,,67.0,164.8,0.0,5.4,-0.6000000000000001,0.0,3.0,4.81,0.1928651593652352
1999-03-01,CT,2.6,4.2,4.81,,67.0,164.8,0.0,5.4,-1.1,0.0,2.6,4.81,0.20207259421638865
1999-03-01,DE,3.2,4.2,4.81,,67.0,164.8,0.0,5.4,-0.3999999999999999,0.0,3.1,4.81,0.20375267241231335
1999-03-01,GA,3.9,4.2,4.81,,67.0,164.8,0.0,5.4,-0.20000000000000018,0.0,4.0,4.81,0.20150945537633863
1999-03-01,HI,5.4,4.2,4.81,,67.0,164.8,0.0,5.4,-0.20000000000000018,0.0,5.5,4.81,0.18809249819914658
1999-03-01,IA,2.7,4.2,4.81,,67.0,164.8,0.0,5.4,-0.09999999999999964,0.0,2.7,4.81,0.17298624923458683
1999-03-01,ID,5.1,4.2,4.81,,67.0,164.8,0.0,5.4,-0.20000000000000018,0.0,5.1,4.81,0.15569978883233127
1999-03-01,IL,4.2,4.2,4.81,,67.0,164.8,0.0,5.4,-0.5,0.0,4.2,4.81,0.13371158468433575
1999-03-01,IN,2.8,4.2,4.81,,67.0,164.8,0.0,5.4,-0.30000000000000027,0.0,2.8,4.81,0.11381803659593667
1999-03-01,KS,3.4,4.2,4.81,,67.0,164.8,0.0,5.4,-0.20000000000000018,0.0,3.4,4.81,0.11677484162426542
1999-03-01,KY,4.6,4.2,4.81,,67.0,164.8,0.0,5.4,0.09999999999999964,0.0,4.6,4.81,0.11645001528816878
1999-03-01,LA,5.0,4.2,4.81,,67.0,164.8,0.0,5.4,-0.3000000000000007,0.0,5.1,4.81,0.12401124093724915
1999-03-01,MA,3.3,4.2,4.81,,67.0,164.8,0.0,5.4,-0.20000000000000018,0.0,3.3,4.81,0.14034589305347733
1999-03-01,MD,3.6,4.2,4.81,,67.0,164.8,0.0,5.4,-0.9999999999999996,0.0,3.6,4.81,0.1537412229571884
1999-03-01,ME,3.9,4.2,4.81,,67.0,164.8,0.0,5.4,-0.8999999999999999,0.0,3.9,4.81,0.16213537179741808
1999-03-01,MI,4.0,4.2,4.81,,67.0,164.8,0.0,5.4,0.0,0.0,4.0,4.81,0.16966991126268352
1999-03-01,MN,2.6,4.2,4.81,,67.0,164.8,0.0,5.4,-0.2999999999999998,0.0,2.5,4.81,0.16966991126268352
1999-03-01,MO,3.3,4.2,4.81,,67.0,164.8,0.0,5.4,-1.2000000000000002,0.0,3.2,4.81,0.16966991126268352
1999-03-01,MS,4.9,4.2,4.81,,67.0,164.8,0.0,5.4,-0.39999999999999947,0.0,4.9,4.81,0.16583123951779424
1999-03-01,MT,5.4,4.2,4.81,,67.0,164.8,0.0,5.4,-0.1999999999999993,0.0,5.4,4.81,0.15050420310251497
1999-03-01,NC,3.2,4.2,4.81,,67.0,164.8,0.0,5.4,-0.5,0.0,3.2,4.81,0.13113721705518044
1999-03-01,ND,3.2,4.2,4.81,,67.0,164.8,0.0,5.4,0.5,0.0,3.2,4.81,0.10552897060225373
1999-03-01,NH,2.8,4.2,4.81,,67.0,164.8,0.0,5.4,-0.10000000000000009,0.0,2.8,4.81,0.0937436866561499
1999-03-01,NJ,4.5,4.2,4.81,,67.0,164.8,0.0,5.4,-0.5,0.0,4.4,4.81,0.09653072991638213
1999-03-01,NM,5.7,4.2,4.81,,67.0,164.8,0.0,5.4,-0.5,0.0,5.8,4.81,0.0900336637378956
1999-03-01,NV,4.0,4.2,4.81,,67.0,164.8,0.0,5.4,-0.2999999999999998,0.0,4.0,4.81,0.0792961461099264
1999-03-01,NY,5.3,4.2,4.81,,67.0,164.8,0.0,5.4,-0.6000000000000005,0.0,5.3,4.81,0.06215815605087186
1999-03-01,OH,4.3,4.2,4.81,,67.0,164.8,0.0,5.4,0.0,0.0,4.3,4.81,0.028867513459625717
1999-03-01,OK,3.7,4.2,4.81,,67.0,164.8,0.0,5.4,0.0,0.0,3.8,4.81,0.028867513459625717
1999-03-01,OR,5.6,4.2,4.81,,67.0,164.8,0.0,5.4,0.2999999999999998,0.0,5.6,4.81,0.06215815605087186
1999-03-01,PA,4.5,4.2,4.81,,67.0,164.8,0.0,5.4,-0.2999999999999998,0.0,4.5,4.81,0.1240112409372462
1999-03-01,RI,3.9,4.2,4.81,,67.0,164.8,0.0,5.4,-0.9000000000000004,0.0,4.0,4.81,0.19752253419587074
1999-03-01,SC,4.0,4.2,4.81,,67.0,164.8,0.0,5.4,0.7000000000000002,0.0,4.0,4.81,0.25702257889261987
1999-03-01,SD,2.7,4.2,4.81,,67.0,164.8,0.0,5.4,-0.19999999999999973,0.0,2.7,4.81,0.3084663922561446
1999-03-01,TN,4.1,4.2,4.81,,67.0,164.8,0.0,5.4,-0.40000000000000036,0.0,4.1,4.81,0.33844564489066875
1999-03-01,TX,4.7,4.2,4.81,,67.0,164.8,0.0,5.4,-0.20000000000000018,0.0,4.7,4.81,0.3524803884508044
1999-03-01,UT,3.6,4.2,4.81,,67.0,164.8,0.0,5.4,0.20000000000000018,0.0,3.6,4.81,0.36296339242743153
1999-03-01,VA,2.6,4.2,4.81,,67.0,164.8,0.0,5.4,-0.19999999999999973,0.0,2.7,4.81,0.35632807491089186
1999-03-01,VT,3.1,4.2,4.81,,67.0,164.8,0.0,5.4,-0.5,0.0,3.1,4.81,0.34112114616898404
1999-03-01,WA,4.8,4.2,4.81,,67.0,164.8,0.0,5.4,0.09999999999999964,0.0,4.8,4.81,0.32473765635440294
1999-03-01,WI,3.1,4.2,4.81,,67.0,164.8,0.0,5.4,0.10000000000000009,0.0,3.2,4.81,0.323217723786462
1999-03-01,WV,6.6,4.2,4.81,,67.0,164.8,0.0,5.4,-0.20000000000000018,0.0,6.5,4.81,0.33608710992025553
1999-03-01,WY,4.9,4.2,4.81,,67.0,164.8,0.0,5.4,0.20000000000000018,0.0,4.9,4.81,0.3601346549514137
1999-04-01,AK,6.5,4.3,4.74,,67.1,165.9,0.0,5.27,0.2999999999999998,-0.0699999999999994,6.5,4.81,0.4100073909163888
1999-04-01,AL,4.7,4.3,4.74,,67.1,165.9,0.0,5.27,0.2999999999999998,0.0,4.7,4.74,0.45226701686664944
1999-04-01,AR,4.5,4.3,4.74,,67.1,165.9,0.0,5.27,-0.5,0.0,4.6,4.74,0.4888917584856129
1999-04-01,AZ,4.6,4.3,4.74,,67.1,165.9,0.0,5.27,0.2999999999999998,0.0,4.6,4.74,0.5101247619232728
1999-04-01,CA,5.4,4.3,4.74,,67.1,165.9,0.0,5.27,-0.5,0.0,5.5,4.74,0.5017393987344696
1999-04-01,CO,3.0,4.3,4.74,,67.1,165.9,0.0,5.27,-0.7000000000000002,0.0,3.0,4.74,0.47863442113048227
1999-04-01,CT,2.6,4.3,4.74,,67.1,165.9,0.0,5.27,-1.0,0.0,2.6,4.74,0.4252450274057725
1999-04-01,DE,3.2,4.3,4.74,,67.1,165.9,0.0,5.27,-0.2999999999999998,0.0,3.2,4.74,0.35280263174996324
1999-04-01,GA,3.9,4.3,4.74,,67.1,165.9,0.0,5.27,-0.30000000000000027,0.0,3.9,4.74,0.28109633849474974
1999-04-01,HI,5.4,4.3,4.74,,67.1,165.9,0.0,5.27,-0.2999999999999998,0.0,5.4,4.74,0.21514618004482974
1999-04-01,IA,2.7,4.3,4.74,,67.1,165.9,0.0,5.27,-0.09999999999999964,0.0,2.7,4.74,0.16213537179740392
1999-04-01,ID,5.1,4.3,4.74,,67.1,165.9,0.0,5.27,-0.20000000000000018,0.0,5.1,4.74,0.10000000000001809
1999-04-01,IL,4.3,4.3,4.74,,67.1,165.9,0.0,5.27,-0.2999999999999998,0.0,4.2,4.74,0.07177405625655268
1999-04-01,IN,2.7,4.3,4.74,,67.1,165.9,0.0,5.27,-0.10000000000000009,0.0,2.8,4.74,0.05149286505447932
1999-04-01,KS,3.4,4.3,4.74,,67.1,165.9,0.0,5.27,-0.20000000000000018,0.0,3.4,4.74,0.0452267016867051
1999-04-01,KY,4.6,4.3,4.74,,67.1,165.9,0.0,5.27,0.09999999999999964,0.0,4.6,4.74,0.04923659639177041
1999-04-01,LA,4.9,4.3,4.74,,67.1,165.9,0.0,5.27,-0.40000000000000036,0.0,5.0,4.74,0.06741998624635155
1999-04-01,MA,3.3,4.3,4.74,,67.1,165.9,0.0,5.27,-0.20000000000000018,0.0,3.3,4.74,0.07784989441617601
1999-04-01,MD,3.5,4.3,4.74,,67.1,165.9,0.0,5.27,-0.8999999999999999,0.0,3.6,4.74,0.09962049198958091
1999-04-01,ME,4.0,4.3,4.74,,67.1,165.9,0.0,5.27,-0.6999999999999997,0.0,3.9,4.74,0.11146408580455928
1999-04-01,MI,3.9,4.3,4.74,,67.1,165.9,0.0,5.27,0.10000000000000009,0.0,4.0,4.74,0.11645001528814747
1999-04-01,MN,2.7,4.3,4.74,,67.1,165.9,0.0,5.27,-0.10000000000000009,0.0,2.6,4.74,0.10836246694510022
1999-04-01,MO,3.3,4.3,4.74,,67.1,165.9,0.0,5.27,-1.1000000000000005,0.0,3.3,4.74,0.10836246694510022
1999-04-01,MS,4.9,4.3,4.74,,67.1,165.9,0.0,5.27,-0.39999999999999947,0.0,4.9,4.74,0.12431631210162712
1999-04-01,MT,5.4,4.3,4.74,,67.1,165.9,0.0,5.27,-0.1999999999999993,0.0,5.4,4.74,0.1602554778527771
1999-04-01,NC,3.2,4.3,4.74,,67.1,165.9,0.0,5.27,-0.5,0.0,3.2,4.74,0.1858640754569272
1999-04-01,ND,3.2,4.3,4.74,,67.1,165.9,0.0,5.27,0.40000000000000036,0.0,3.2,4.74,0.21881222058832034
1999-04-01,NH,2.7,4.3,4.74,,67.1,165.9,0.0,5.27,-0.10000000000000009,0.0,2.8,4.74,0.2424621182533114
1999-04-01,NJ,4.6,4.3,4.74,,67.1,165.9,0.0,5.27,-0.40000000000000036,0.0,4.5,4.74,0.2657180095628912
1999-04-01,NM,5.7,4.3,4.74,,67.1,165.9,0.0,5.27,-0.5999999999999996,0.0,5.7,4.74,0.27743413086659197
1999-04-01,NV,4.1,4.3,4.74,,67.1,165.9,0.0,5.27,-0.2999999999999998,0.0,4.0,4.74,0.2774341308665924
1999-04-01,NY,5.3,4.3,4.74,,67.1,165.9,0.0,5.27,-0.5,0.0,5.3,4.74,0.25936986577613846
1999-04-01,OH,4.3,4.3,4.74,,67.1,165.9,0.0,5.27,0.09999999999999964,0.0,4.3,4.74,0.21881222058832323
1999-04-01,OK,3.6,4.3,4.74,,67.1,165.9,0.0,5.27,-0.19999999999999973,0.0,3.7,4.74,0.1712255291076284
1999-04-01,OR,5.6,4.3,4.74,,67.1,165.9,0.0,5.27,0.1999999999999993,0.0,5.6,4.74,0.14354811251307456
1999-04-01,PA,4.5,4.3,4.74,,67.1,165.9,0.0,5.27,-0.20000000000000018,0.0,4.5,4.74,0.13113721705517298
1999-04-01,RI,4.0,4.3,4.74,,67.1,165.9,0.0,5.27,-1.0000000000000004,0.0,3.9,4.74,0.12401124093723857
1999-04-01,SC,4.1,4.3,4.74,,67.1,165.9,0.0,5.27,0.7000000000000002,0.0,4.0,4.74,0.10552897060224606
1999-04-01,SD,2.8,4.3,4.74,,67.1,165.9,0.0,5.27,-0.19999999999999973,0.0,2.7,4.74,0.09534625892459163
1999-04-01,TN,4.0,4.3,4.74,,67.1,165.9,0.0,5.27,-0.3000000000000007,0.0,4.1,4.74,0.0887625364598949
1999-04-01,TX,4.7,4.3,4.74,,67.1,165.9,0.0,5.27,-0.20000000000000018,0.0,4.7,4.74,0.09003366373788742
1999-04-01,UT,3.6,4.3,4.74,,67.1,165.9,0.0,5.27,0.10000000000000009,0.0,3.6,4.74,0.09962049198959481
1999-04-01,VA,2.7,4.3,4.74,,67.1,165.9,0.0,5.27,-0.2999999999999998,0.0,2.6,4.74,0.1288057028664325
1999-04-01,VT,3.1,4.3,4.74,,67.1,165.9,0.0,5.27,-0.3999999999999999,0.0,3.1,4.74,0.14433756729742975
1999-04-01,WA,4.9,4.3,4.74,,67.1,165.9,0.0,5.27,0.20000000000000018,0.0,4.8,4.74,0.1651445647689749
1999-04-01,WI,3.0,4.3,4.74,,67.1,165.9,0.0,5.27,0.0,0.0,3.1,4.74,0.1882937743382731
1999-04-01,WV,6.6,4.3,4.74,,67.1,165.9,0.0,5.27,-0.10000000000000053,0.0,6.6,4.74,0.21087839379534404
1999-04-01,WY,4.9,4.3,4.74,,67.1,165.9,0.0,5.27,0.20000000000000018,0.0,4.9,4.74,0.24246211825331845
1999-05-01,AK,6.5,4.2,4.74,,67.1,166.0,0.0,,0.2999999999999998,0.0,6.5,4.74,0.27080128015454585
1999-05-01,AL,4.8,4.2,4.74,,67.1,166.0,0.0,,0.2999999999999998,0.0,4.7,4.74,0.30993645487521115
1999-05-01,AR,4.5,4.2,4.74,,67.1,166.0,0.0,,-0.5999999999999996,0.0,4.5,4.74,0.3369875458538698
1999-05-01,AZ,4.7,4.2,4.74,,67.1,166.0,0.0,,0.39999999999999947,0.0,4.6,4.74,0.3800916954758485
1999-05-01,CA,5.3,4.2,4.74,,67.1,166.0,0.0,,-0.5999999999999996,0.0,5.4,4.74,0.4063883796954873
1999-05-01,CO,3.0,4.2,4.74,,67.1,166.0,0.0,,-0.7000000000000002,0.0,3.0,4.74,0.4287932326467443
1999-05-01,CT,2.5,4.2,4.74,,67.1,166.0,0.0,,-0.7999999999999998,0.0,2.6,4.74,0.4351070923556527
1999-05-01,DE,3.2,4.2,4.74,,67.1,166.0,0.0,,-0.3999999999999999,0.0,3.2,4.74,0.42711151052652646
1999-05-01,GA,3.9,4.2,4.74,,67.1,166.0,0.0,,-0.30000000000000027,0.0,3.9,4.74,0.40526833609650903
1999-05-01,HI,5.3,4.2,4.74,,67.1,166.0,0.0,,-0.2999999999999998,0.0,5.4,4.74,0.3720337228116555
1999-05-01,IA,2.7,4.2,4.74,,67.1,166.0,0.0,,-0.09999999999999964,0.0,2.7,4.74,0.32879486097880156
1999-05-01,ID,5.1,4.2,4.74,,67.1,166.0,0.0,,-0.20000000000000018,0.0,5.1,4.74,0.2701009912135725
1999-05-01,IL,4.5,4.2,4.74,,67.1,166.0,0.0,,-0.10000000000000053,0.0,4.3,4.74,0.20056737702647853
1999-05-01,IN,2.8,4.2,4.74,,67.1,166.0,0.0,,-0.19999999999999973,0.0,2.7,4.74,0.15666989036015622
1999-05-01,KS,3.5,4.2,4.74,,67.1,166.0,0.0,,-0.30000000000000027,0.0,3.4,4.74,0.1230914909793683
1999-05-01,KY,4.6,4.2,4.74,,67.1,166.0,0.0,,0.09999999999999964,0.0,4.6,4.74,0.13789543689027675
1999-05-01,LA,4.9,4.2,4.74,,67.1,166.0,0.0,,-0.5999999999999996,0.0,4.9,4.74,0.17232808737109168
1999-05-01,MA,3.3,4.2,4.74,,67.1,166.0,0.0,,-0.10000000000000009,0.0,3.3,4.74,0.21087839379534842
1999-05-01,MD,3.5,4.2,4.74,,67.1,166.0,0.0,,-0.9000000000000004,0.0,3.5,4.74,0.25030284687059473
1999-05-01,ME,4.0,4.2,4.74,,67.1,166.0,0.0,,-0.5,0.0,4.0,4.74,0.2800162332956796
1999-05-01,MI,3.8,4.2,4.74,,67.1,166.0,0.0,,0.10000000000000009,0.0,3.9,4.74,0.30451153135354764
1999-05-01,MN,2.8,4.2,4.74,,67.1,166.0,0.0,,0.0,0.0,2.7,4.74,0.3214550253664479
1999-05-01,MO,3.4,4.2,4.74,,67.1,166.0,0.0,,-1.0,0.0,3.3,4.74,0.3278719262151165
1999-05-01,MS,5.0,4.2,4.74,,67.1,166.0,0.0,,-0.39999999999999947,0.0,4.9,4.74,0.3232177237864721
1999-05-01,MT,5.4,4.2,4.74,,67.1,166.0,0.0,,-0.1999999999999993,0.0,5.4,4.74,0.32321772378647273
1999-05-01,NC,3.2,4.2,4.74,,67.1,166.0,0.0,,-0.5,0.0,3.2,4.74,0.3157482695075014
1999-05-01,ND,3.2,4.2,4.74,,67.1,166.0,0.0,,0.40000000000000036,0.0,3.2,4.74,0.31176428547378904
1999-05-01,NH,2.7,4.2,4.74,,67.1,166.0,0.0,,-0.09999999999999964,0.0,2.7,4.74,0.31042492870845506
1999-05-01,NJ,4.7,4.2,4.74,,67.1,166.0,0.0,,-0.20000000000000018,0.0,4.6,4.74,0.3449857265383094
1999-05-01,NM,5.6,4.2,4.74,,67.1,166.0,0.0,,-0.5999999999999996,0.0,5.7,4.74,0.39109403658782604
1999-05-01,NV,4.1,4.2,4.74,,67.1,166.0,0.0,,-0.20000000000000018,0.0,4.1,4.74,0.4441539454656935
1999-05-01,NY,5.3,4.2,4.74,,67.1,166.0,0.0,,-0.40000000000000036,0.0,5.3,4.74,0.5006056937411681
1999-05-01,OH,4.3,4.2,4.74,,67.1,166.0,0.0,,0.09999999999999964,0.0,4.3,4.74,0.5424411712272961
1999-05-01,OK,3.5,4.2,4.74,,67.1,166.0,0.0,,-0.3999999999999999,0.0,3.6,4.74,0.5869154087001928
1999-05-01,OR,5.6,4.2,4.74,,67.1,166.0,0.0,,0.09999999999999964,0.0,5.6,4.74,0.6464354475729237
1999-05-01,PA,4.5,4.2,4.74,,67.1,166.0,0.0,,-0.20000000000000018,0.0,4.5,4.74,0.719164077034573
1999-05-01,RI,4.0,4.2,4.74,,67.1,166.0,0.0,,-0.7000000000000002,0.0,4.0,4.74,0.8069302098920228
1999-05-01,SC,4.1,4.2,4.74,,67.1,166.0,0.0,,0.6999999999999997,0.0,4.1,4.74,0.9043665119180436
1999-05-01,SD,2.8,4.2,4.74,,67.1,166.0,0.0,,-0.10000000000000009,0.0,2.8,4.74,1.0245472022786415
1999-05-01,TN,4.0,4.2,4.74,,67.1,166.0,0.0,,-0.40000000000000036,0.0,4.0,4.74,1.1113737063434324
1999-05-01,TX,4.7,4.2,4.74,,67.1,166.0,0.0,,-0.20000000000000018,0.0,4.7,4.74,1.191891799034663
1999-05-01,UT,3.6,4.2,4.74,,67.1,166.0,0.0,,0.0,0.0,3.6,4.74,1.24121152935593
1999-05-01,VA,2.7,4.2,4.74,,67.1,166.0,0.0,,-0.09999999999999964,0.0,2.7,4.74,1.26299307802994
1999-05-01,VT,3.1,4.2,4.74,,67.1,166.0,0.0,,-0.3999999999999999,0.0,3.1,4.74,1.2586669234719932
1999-05-01,WA,4.9,4.2,4.74,,67.1,166.0,0.0,,0.3000000000000007,0.0,4.9,4.74,1.2121543556074905
1999-05-01,WI,3.0,4.2,4.74,,67.1,166.0,0.0,,-0.10000000000000009,0.0,3.0,4.74,1.1320402605540054
1999-05-01,WV,6.6,4.2,4.74,,67.1,166.0,0.0,,-0.10000000000000053,0.0,6.6,4.74,1.0311805532172156
1999-05-01,WY,4.9,4.2,4.74,,67.1,166.0,0.0,,0.10000000000000053,0.0,4.9,4.74,0.9286679936469613
1999-06-01,AK,6.4,4.3,4.76,,67.1,166.0,0.0,5.78,0.2999999999999998,0.019999999999999574,6.5,4.74,0.8170067319184287
1999-06-01,AL,4.8,4.3,4.76,,67.1,166.0,0.0,5.78,0.39999999999999947,0.0,4.8,4.76,0.7036700328645145
1999-06-01,AR,4.6,4.3,4.76,,67.1,166.0,0.0,5.78,-0.5999999999999996,0.0,4.5,4.76,0.608213977498277
1999-06-01,AZ,4.7,4.3,4.76,,67.1,166.0,0.0,5.78,0.5,0.0,4.7,4.76,0.5053501636279742
1999-06-01,CA,5.3,4.3,4.76,,67.1,166.0,0.0,5.78,-0.7000000000000002,0.0,5.3,4.76,0.42022721126902524
1999-06-01,CO,3.1,4.3,4.76,,67.1,166.0,0.0,5.78,-0.7000000000000002,0.0,3.0,4.76,0.36545944516545065
1999-06-01,CT,2.5,4.3,4.76,,67.1,166.0,0.0,5.78,-0.7999999999999998,0.0,2.5,4.76,0.36545944516545065
1999-06-01,DE,3.3,4.3,4.76,,67.1,166.0,0.0,5.78,-0.3999999999999999,0.0,3.2,4.76,0.42022721126902524
1999-06-01,GA,3.8,4.3,4.76,,67.1,166.0,0.0,5.78,-0.30000000000000027,0.0,3.9,4.76,0.48958857186111104
1999-06-01,HI,5.2,4.3,4.76,,67.1,166.0,0.0,5.78,-0.5,0.0,5.3,4.76,0.5548682617331974
1999-06-01,IA,2.8,4.3,4.76,,67.1,166.0,0.0,5.78,-0.09999999999999964,0.0,2.7,4.76,0.6017021310793957
1999-06-01,ID,5.1,4.3,4.76,,67.1,166.0,0.0,5.78,-0.10000000000000053,0.0,5.1,4.76,0.6156420644458785
1999-06-01,IL,4.6,4.3,4.76,,67.1,166.0,0.0,5.78,0.20000000000000018,0.0,4.5,4.76,0.5930787673171715
1999-06-01,IN,2.9,4.3,4.76,,67.1,166.0,0.0,5.78,-0.10000000000000009,0.0,2.8,4.76,0.5443929062392969
1999-06-01,KS,3.5,4.3,4.76,,67.1,166.0,0.0,5.78,-0.20000000000000018,0.0,3.5,4.76,0.4677476657214979
1999-06-01,KY,4.6,4.3,4.76,,67.1,166.0,0.0,5.78,0.09999999999999964,0.0,4.6,4.76,0.37284735685690773
1999-06-01,LA,4.9,4.3,4.76,,67.1,166.0,0.0,5.78,-0.6999999999999993,0.0,4.9,4.76,0.2906367096044947
1999-06-01,MA,3.3,4.3,4.76,,67.1,166.0,0.0,5.78,-0.10000000000000009,0.0,3.3,4.76,0.2236067977500465
1999-06-01,MD,3.5,4.3,4.76,,67.1,166.0,0.0,5.78,-0.7999999999999998,0.0,3.5,4.76,0.20652243256253142
1999-06-01,ME,4.0,4.3,4.76,,67.1,166.0,0.0,5.78,-0.40000000000000036,0.0,4.0,4.76,0.21950357213915309
1999-06-01,MI,3.7,4.3,4.76,,67.1,166.0,0.0,5.78,0.0,0.0,3.8,4.76,0.23868325657600528
1999-06-01,MN,2.8,4.3,4.76,,67.1,166.0,0.0,5.78,0.19999999999999973,0.0,2.8,4.76,0.24167972796476153
1999-06-01,MO,3.4,4.3,4.76,,67.1,166.0,0.0,5.78,-0.8999999999999999,0.0,3.4,4.76,0.24167972796476153
1999-06-01,MS,5.0,4.3,4.76,,67.1,166.0,0.0,5.78,-0.2999999999999998,0.0,5.0,4.76,0.24984843890701544
1999-06-01,MT,5.4,4.3,4.76,,67.1,166.0,0.0,5.78,-0.1999999999999993,0.0,5.4,4.76,0.27468990781347524
1999-06-01,NC,3.3,4.3,4.76,,67.1,166.0,0.0,5.78,-0.3999999999999999,0.0,3.2,4.76,0.32706222186264033
1999-06-01,ND,3.2,4.3,4.76,,67.1,166.0,0.0,5.78,0.30000000000000027,0.0,3.2,4.76,0.38405728739346934
1999-06-01,NH,2.6,4.3,4.76,,67.1,166.0,0.0,5.78,-0.09999999999999964,0.0,2.7,4.76,0.4309081319514032
1999-06-01,NJ,4.7,4.3,4.76,,67.1,166.0,0.0,5.78,0.10000000000000053,0.0,4.7,4.76,0.46212617980442916
1999-06-01,NM,5.6,4.3,4.76,,67.1,166.0,0.0,5.78,-0.7000000000000002,0.0,5.6,4.76,0.47450133313990217
1999-06-01,NV,4.1,4.3,4.76,,67.1,166.0,0.0,5.78,-0.20000000000000018,0.0,4.1,4.76,0.4501683186892923
1999-06-01,NY,5.3,4.3,4.76,,67.1,166.0,0.0,5.78,-0.2999999999999998,0.0,5.3,4.76,0.4022663070879921
1999-06-01,OH,4.4,4.3,4.76,,67.1,166.0,0.0,5.78,0.0,0.0,4.3,4.76,0.32752515517553166
1999-06-01,OK,3.5,4.3,4.76,,67.1,166.0,0.0,5.78,-0.5999999999999996,0.0,3.5,4.76,0.24541245430356895
1999-06-01,OR,5.6,4.3,4.76,,67.1,166.0,0.0,5.78,0.0,0.0,5.6,4.76,0.16696942198742948
1999-06-01,PA,4.5,4.3,4.76,,67.1,166.0,0.0,5.78,-0.20000000000000018,0.0,4.5,4.76,0.09847319278360983
1999-06-01,RI,4.1,4.3,4.76,,67.1,166.0,0.0,5.78,-0.5999999999999996,0.0,4.0,4.76,0.07537783614462804
1999-06-01,SC,4.1,4.3,4.76,,67.1,166.0,0.0,5.78,0.6999999999999997,0.0,4.1,4.76,0.10836246694521422
1999-06-01,SD,2.8,4.3,4.76,,67.1,166.0,0.0,5.78,-0.10000000000000009,0.0,2.8,4.76,0.13026778945589584
1999-06-01,TN,3.9,4.3,4.76,,67.1,166.0,0.0,5.78,-0.2999999999999998,0.0,4.0,4.76,0.1443375672975064
1999-06-01,TX,4.7,4.3,4.76,,67.1,166.0,0.0,5.78,-0.2999999999999998,0.0,4.7,4.76,0.14433756729750685
1999-06-01,UT,3.6,4.3,4.76,,67.1,166.0,0.0,5.78,0.0,0.0,3.6,4.76,0.14222261679248435
1999-06-01,VA,2.7,4.3,4.76,,67.1,166.0,0.0,5.78,-0.09999999999999964,0.0,2.7,4.76,0.13789543689035091
1999-06-01,VT,3.1,4.3,4.76,,67.1,166.0,0.0,5.78,-0.2999999999999998,0.0,3.1,4.76,0.13142574813466562
1999-06-01,WA,4.9,4.3,4.76,,67.1,166.0,0.0,5.78,0.3000000000000007,0.0,4.9,4.76,0.1164500152882576
1999-06-01,WI,3.0,4.3,4.76,,67.1,166.0,0.0,5.78,-0.20000000000000018,0.0,3.0,4.76,0.13142574813466565
1999-06-01,WV,6.6,4.3,4.76,,67.1,166.0,0.0,5.78,-0.10000000000000053,0.0,6.6,4.76,0.18153386861567908
1999-06-01,WY,4.9,4.3,4.76,,67.1,166.0,0.0,5.78,0.10000000000000053,0.0,4.9,4.76,0.25628464289115516
1999-07-01,AK,6.4,4.3,4.99,,67.1,166.7,0.0,5.85,0.10000000000000053,0.23000000000000043,6.4,4.76,0.3357488238658488
1999-07-01,AL,4.8,4.3,4.99,,67.1,166.7,0.0,5.85,0.39999999999999947,0.0,4.8,4.99,0.40898988651646945
1999-07-01,AR,4.6,4.3,4.99,,67.1,166.7,0.0,5.85,-0.40000000000000036,0.0,4.6,4.99,0.4783177592227839
