date,state,unemployment_rate,national_unemployment_rate,federal_funds_rate
1995-12-01,OK,4.3,5.6,5.6
1995-12-01,OR,5.1,5.6,5.6
1995-12-01,PA,6.0,5.6,5.6
1995-12-01,RI,5.7,5.6,5.6
1995-12-01,SC,5.4,5.6,5.6
1995-12-01,SD,3.3,5.6,5.6
1995-12-01,TN,5.2,5.6,5.6
1995-12-01,TX,6.2,5.6,5.6
1995-12-01,UT,3.3,5.6,5.6
1995-12-01,VA,4.4,5.6,5.6
1995-12-01,VT,4.2,5.6,5.6
1995-12-01,WA,6.2,5.6,5.6
1995-12-01,WI,3.8,5.6,5.6
1995-12-01,WV,8.1,5.6,5.6
1995-12-01,WY,4.9,5.6,5.6
1996-01-01,AK,7.7,5.6,5.56
1996-01-01,AL,5.4,5.6,5.56
1996-01-01,AR,5.0,5.6,5.56
1996-01-01,AZ,5.2,5.6,5.56
1996-01-01,CA,7.8,5.6,5.56
1996-01-01,CO,4.2,5.6,5.56
1996-01-01,CT,5.2,5.6,5.56
1996-01-01,DE,5.1,5.6,5.56
1996-01-01,GA,4.6,5.6,5.56
1996-01-01,HI,5.9,5.6,5.56
1996-01-01,IA,3.5,5.6,5.56
1996-01-01,ID,5.5,5.6,5.56
1996-01-01,IL,5.3,5.6,5.56
1996-01-01,IN,4.4,5.6,5.56
1996-01-01,KS,4.1,5.6,5.56
1996-01-01,KY,5.4,5.6,5.56
1996-01-01,LA,6.7,5.6,5.56
1996-01-01,MA,5.0,5.6,5.56
1996-01-01,MD,5.0,5.6,5.56
1996-01-01,ME,5.5,5.6,5.56
1996-01-01,MI,4.9,5.6,5.56
1996-01-01,MN,3.8,5.6,5.56
1996-01-01,MO,4.5,5.6,5.56
1996-01-01,MS,6.2,5.6,5.56
1996-01-01,MT,5.8,5.6,5.56
1996-01-01,NC,4.6,5.6,5.56
1996-01-01,ND,3.2,5.6,5.56
1996-01-01,NH,3.6,5.6,5.56
1996-01-01,NJ,6.4,5.6,5.56
1996-01-01,NM,7.4,5.6,5.56
1996-01-01,NV,5.3,5.6,5.56
1996-01-01,NY,6.3,5.6,5.56
1996-01-01,OH,5.1,5.6,5.56
1996-01-01,OK,4.3,5.6,5.56
1996-01-01,OR,5.2,5.6,5.56
1996-01-01,PA,5.9,5.6,5.56
1996-01-01,RI,5.6,5.6,5.56
1996-01-01,SC,5.4,5.6,5.56
1996-01-01,SD,3.3,5.6,5.56
1996-01-01,TN,5.2,5.6,5.56
1996-01-01,TX,6.1,5.6,5.56
1996-01-01,UT,3.4,5.6,5.56
1996-01-01,VA,4.4,5.6,5.56
1996-01-01,VT,4.2,5.6,5.56
1996-01-01,WA,6.2,5.6,5.56
1996-01-01,WI,3.8,5.6,5.56
1996-01-01,WV,8.1,5.6,5.56
1996-01-01,WY,4.9,5.6,5.56
1996-02-01,AK,7.7,5.5,5.22
1996-02-01,AL,5.4,5.5,5.22
1996-02-01,AR,5.1,5.5,5.22
1996-02-01,AZ,5.3,5.5,5.22
1996-02-01,CA,7.8,5.5,5.22
1996-02-01,CO,4.2,5.5,5.22
1996-02-01,CT,5.2,5.5,5.22
1996-02-01,DE,5.2,5.5,5.22
1996-02-01,GA,4.6,5.5,5.22
1996-02-01,HI,5.9,5.5,5.22
1996-02-01,IA,3.6,5.5,5.22
1996-02-01,ID,5.5,5.5,5.22
1996-02-01,IL,5.3,5.5,5.22
1996-02-01,IN,4.4,5.5,5.22
1996-02-01,KS,4.1,5.5,5.22
1996-02-01,KY,5.4,5.5,5.22
1996-02-01,LA,6.6,5.5,5.22
1996-02-01,MA,4.9,5.5,5.22
1996-02-01,MD,5.0,5.5,5.22
1996-02-01,ME,5.5,5.5,5.22
1996-02-01,MI,4.9,5.5,5.22
1996-02-01,MN,3.9,5.5,5.22
1996-02-01,MO,4.6,5.5,5.22
1996-02-01,MS,6.2,5.5,5.22
1996-02-01,MT,5.7,5.5,5.22
1996-02-01,NC,4.6,5.5,5.22
1996-02-01,ND,3.2,5.5,5.22
1996-02-01,NH,3.7,5.5,5.22
1996-02-01,NJ,6.4,5.5,5.22
1996-02-01,NM,7.6,5.5,5.22
1996-02-01,NV,5.3,5.5,5.22
1996-02-01,NY,6.3,5.5,5.22
1996-02-01,OH,5.1,5.5,5.22
1996-02-01,OK,4.2,5.5,5.22
1996-02-01,OR,5.4,5.5,5.22
1996-02-01,PA,5.9,5.5,5.22
1996-02-01,RI,5.4,5.5,5.22
1996-02-01,SC,5.5,5.5,5.22
1996-02-01,SD,3.3,5.5,5.22
1996-02-01,TN,5.2,5.5,5.22
1996-02-01,TX,6.1,5.5,5.22
1996-02-01,UT,3.4,5.5,5.22
1996-02-01,VA,4.4,5.5,5.22
1996-02-01,VT,4.2,5.5,5.22
1996-02-01,WA,6.2,5.5,5.22
1996-02-01,WI,3.7,5.5,5.22
1996-02-01,WV,8.1,5.5,5.22
1996-02-01,WY,4.9,5.5,5.22
1996-03-01,AK,7.6,5.5,5.31
1996-03-01,AL,5.3,5.5,5.31
1996-03-01,AR,5.1,5.5,5.31
1996-03-01,AZ,5.3,5.5,5.31
1996-03-01,CA,7.7,5.5,5.31
1996-03-01,CO,4.3,5.5,5.31
1996-03-01,CT,5.2,5.5,5.31
1996-03-01,DE,5.2,5.5,5.31
1996-03-01,GA,4.6,5.5,5.31
1996-03-01,HI,5.9,5.5,5.31
1996-03-01,IA,3.6,5.5,5.31
1996-03-01,ID,5.5,5.5,5.31
1996-03-01,IL,5.4,5.5,5.31
1996-03-01,IN,4.3,5.5,5.31
1996-03-01,KS,4.2,5.5,5.31
1996-03-01,KY,5.4,5.5,5.31
1996-03-01,LA,6.6,5.5,5.31
1996-03-01,MA,4.9,5.5,5.31
1996-03-01,MD,5.0,5.5,5.31
1996-03-01,ME,5.5,5.5,5.31
1996-03-01,MI,4.9,5.5,5.31
1996-03-01,MN,3.9,5.5,5.31
1996-03-01,MO,4.7,5.5,5.31
1996-03-01,MS,6.2,5.5,5.31
1996-03-01,MT,5.7,5.5,5.31
1996-03-01,NC,4.6,5.5,5.31
1996-03-01,ND,3.2,5.5,5.31
1996-03-01,NH,3.7,5.5,5.31
1996-03-01,NJ,6.4,5.5,5.31
1996-03-01,NM,7.6,5.5,5.31
1996-03-01,NV,5.2,5.5,5.31
1996-03-01,NY,6.3,5.5,5.31
1996-03-01,OH,5.1,5.5,5.31
1996-03-01,OK,4.2,5.5,5.31
1996-03-01,OR,5.5,5.5,5.31
1996-03-01,PA,5.8,5.5,5.31
1996-03-01,RI,5.3,5.5,5.31
1996-03-01,SC,5.6,5.5,5.31
1996-03-01,SD,3.4,5.5,5.31
1996-03-01,TN,5.2,5.5,5.31
1996-03-01,TX,6.0,5.5,5.31
1996-03-01,UT,3.4,5.5,5.31
1996-03-01,VA,4.3,5.5,5.31
1996-03-01,VT,4.2,5.5,5.31
1996-03-01,WA,6.2,5.5,5.31
1996-03-01,WI,3.7,5.5,5.31
1996-03-01,WV,8.0,5.5,5.31
1996-03-01,WY,4.9,5.5,5.31
1996-04-01,AK,7.6,5.6,5.22
1996-04-01,AL,5.3,5.6,5.22
1996-04-01,AR,5.2,5.6,5.22
1996-04-01,AZ,5.4,5.6,5.22
1996-04-01,CA,7.6,5.6,5.22
1996-04-01,CO,4.3,5.6,5.22
1996-04-01,CT,5.2,5.6,5.22
1996-04-01,DE,5.2,5.6,5.22
1996-04-01,GA,4.6,5.6,5.22
1996-04-01,HI,5.9,5.6,5.22
1996-04-01,IA,3.6,5.6,5.22
1996-04-01,ID,5.5,5.6,5.22
1996-04-01,IL,5.4,5.6,5.22
1996-04-01,IN,4.2,5.6,5.22
1996-04-01,KS,4.3,5.6,5.22
1996-04-01,KY,5.4,5.6,5.22
1996-04-01,LA,6.6,5.6,5.22
1996-04-01,MA,4.8,5.6,5.22
1996-04-01,MD,5.0,5.6,5.22
1996-04-01,ME,5.5,5.6,5.22
1996-04-01,MI,5.0,5.6,5.22
1996-04-01,MN,4.0,5.6,5.22
1996-04-01,MO,4.7,5.6,5.22
1996-04-01,MS,6.2,5.6,5.22
1996-04-01,MT,5.6,5.6,5.22
1996-04-01,NC,4.5,5.6,5.22
1996-04-01,ND,3.2,5.6,5.22
1996-04-01,NH,3.8,5.6,5.22
1996-04-01,NJ,6.3,5.6,5.22
1996-04-01,NM,7.7,5.6,5.22
1996-04-01,NV,5.2,5.6,5.22
1996-04-01,NY,6.3,5.6,5.22
1996-04-01,OH,5.1,5.6,5.22
1996-04-01,OK,4.1,5.6,5.22
1996-04-01,OR,5.5,5.6,5.22
1996-04-01,PA,5.7,5.6,5.22
1996-04-01,RI,5.2,5.6,5.22
1996-04-01,SC,5.7,5.6,5.22
1996-04-01,SD,3.4,5.6,5.22
1996-04-01,TN,5.1,5.6,5.22
1996-04-01,TX,5.9,5.6,5.22
1996-04-01,UT,3.4,5.6,5.22
1996-04-01,VA,4.3,5.6,5.22
1996-04-01,VT,4.2,5.6,5.22
1996-04-01,WA,6.1,5.6,5.22
1996-04-01,WI,3.7,5.6,5.22
1996-04-01,WV,7.8,5.6,5.22
1996-04-01,WY,4.9,5.6,5.22
1996-05-01,AK,7.5,5.6,5.24
1996-05-01,AL,5.2,5.6,5.24
1996-05-01,AR,5.2,5.6,5.24
1996-05-01,AZ,5.5,5.6,5.24
1996-05-01,CA,7.5,5.6,5.24
1996-05-01,CO,4.3,5.6,5.24
1996-05-01,CT,5.2,5.6,5.24
1996-05-01,DE,5.2,5.6,5.24
1996-05-01,GA,4.6,5.6,5.24
1996-05-01,HI,5.9,5.6,5.24
1996-05-01,IA,3.6,5.6,5.24
1996-05-01,ID,5.4,5.6,5.24
1996-05-01,IL,5.4,5.6,5.24
1996-05-01,IN,4.1,5.6,5.24
1996-05-01,KS,4.3,5.6,5.24
1996-05-01,KY,5.3,5.6,5.24
1996-05-01,LA,6.5,5.6,5.24
1996-05-01,MA,4.7,5.6,5.24
1996-05-01,MD,5.0,5.6,5.24
1996-05-01,ME,5.4,5.6,5.24
1996-05-01,MI,5.0,5.6,5.24
1996-05-01,MN,4.0,5.6,5.24
1996-05-01,MO,4.8,5.6,5.24
1996-05-01,MS,6.1,5.6,5.24
1996-05-01,MT,5.6,5.6,5.24
1996-05-01,NC,4.4,5.6,5.24
1996-05-01,ND,3.2,5.6,5.24
1996-05-01,NH,3.8,5.6,5.24
1996-05-01,NJ,6.2,5.6,5.24
1996-05-01,NM,7.7,5.6,5.24
1996-05-01,NV,5.1,5.6,5.24
1996-05-01,NY,6.3,5.6,5.24
1996-05-01,OH,5.0,5.6,5.24
1996-05-01,OK,4.0,5.6,5.24
1996-05-01,OR,5.5,5.6,5.24
1996-05-01,PA,5.6,5.6,5.24
1996-05-01,RI,5.0,5.6,5.24
1996-05-01,SC,5.7,5.6,5.24
1996-05-01,SD,3.3,5.6,5.24
1996-05-01,TN,5.1,5.6,5.24
1996-05-01,TX,5.8,5.6,5.24
1996-05-01,UT,3.4,5.6,5.24
1996-05-01,VA,4.3,5.6,5.24
1996-05-01,VT,4.2,5.6,5.24
1996-05-01,WA,6.1,5.6,5.24
1996-05-01,WI,3.7,5.6,5.24
1996-05-01,WV,7.7,5.6,5.24
1996-05-01,WY,4.9,5.6,5.24
1996-06-01,AK,7.4,5.3,5.27
1996-06-01,AL,5.2,5.3,5.27
1996-06-01,AR,5.2,5.3,5.27
1996-06-01,AZ,5.6,5.3,5.27
1996-06-01,CA,7.3,5.3,5.27
1996-06-01,CO,4.3,5.3,5.27
1996-06-01,CT,5.2,5.3,5.27
1996-06-01,DE,5.1,5.3,5.27
1996-06-01,GA,4.5,5.3,5.27
1996-06-01,HI,5.9,5.3,5.27
1996-06-01,IA,3.6,5.3,5.27
1996-06-01,ID,5.4,5.3,5.27
1996-06-01,IL,5.4,5.3,5.27
1996-06-01,IN,4.0,5.3,5.27
1996-06-01,KS,4.3,5.3,5.27
1996-06-01,KY,5.2,5.3,5.27
1996-06-01,LA,6.4,5.3,5.27
1996-06-01,MA,4.6,5.3,5.27
1996-06-01,MD,4.9,5.3,5.27
1996-06-01,ME,5.3,5.3,5.27
1996-06-01,MI,5.0,5.3,5.27
1996-06-01,MN,4.0,5.3,5.27
1996-06-01,MO,4.8,5.3,5.27
1996-06-01,MS,6.0,5.3,5.27
1996-06-01,MT,5.5,5.3,5.27
1996-06-01,NC,4.4,5.3,5.27
1996-06-01,ND,3.1,5.3,5.27
1996-06-01,NH,3.8,5.3,5.27
1996-06-01,NJ,6.1,5.3,5.27
1996-06-01,NM,7.7,5.3,5.27
1996-06-01,NV,5.1,5.3,5.27
1996-06-01,NY,6.2,5.3,5.27
1996-06-01,OH,5.0,5.3,5.27
1996-06-01,OK,3.9,5.3,5.27
1996-06-01,OR,5.5,5.3,5.27
1996-06-01,PA,5.5,5.3,5.27
1996-06-01,RI,5.0,5.3,5.27
1996-06-01,SC,5.8,5.3,5.27
1996-06-01,SD,3.3,5.3,5.27
1996-06-01,TN,5.1,5.3,5.27
1996-06-01,TX,5.7,5.3,5.27
1996-06-01,UT,3.3,5.3,5.27
1996-06-01,VA,4.2,5.3,5.27
1996-06-01,VT,4.2,5.3,5.27
1996-06-01,WA,6.0,5.3,5.27
1996-06-01,WI,3.6,5.3,5.27
1996-06-01,WV,7.5,5.3,5.27
1996-06-01,WY,4.9,5.3,5.27
1996-07-01,AK,7.3,5.5,5.4
1996-07-01,AL,5.1,5.5,5.4
1996-07-01,AR,5.2,5.5,5.4
1996-07-01,AZ,5.6,5.5,5.4
1996-07-01,CA,7.2,5.5,5.4
1996-07-01,CO,4.3,5.5,5.4
1996-07-01,CT,5.2,5.5,5.4
1996-07-01,DE,5.2,5.5,5.4
1996-07-01,GA,4.5,5.5,5.4
1996-07-01,HI,5.8,5.5,5.4
1996-07-01,IA,3.6,5.5,5.4
1996-07-01,ID,5.3,5.5,5.4
1996-07-01,IL,5.4,5.5,5.4
1996-07-01,IN,3.9,5.5,5.4
1996-07-01,KS,4.3,5.5,5.4
1996-07-01,KY,5.2,5.5,5.4
1996-07-01,LA,6.4,5.5,5.4
1996-07-01,MA,4.5,5.5,5.4
1996-07-01,MD,4.9,5.5,5.4
1996-07-01,ME,5.3,5.5,5.4
1996-07-01,MI,5.0,5.5,5.4
1996-07-01,MN,3.9,5.5,5.4
1996-07-01,MO,4.8,5.5,5.4
1996-07-01,MS,5.9,5.5,5.4
1996-07-01,MT,5.5,5.5,5.4
1996-07-01,NC,4.3,5.5,5.4
1996-07-01,ND,3.1,5.5,5.4
1996-07-01,NH,3.8,5.5,5.4
1996-07-01,NJ,6.0,5.5,5.4
1996-07-01,NM,7.6,5.5,5.4
1996-07-01,NV,5.1,5.5,5.4
1996-07-01,NY,6.2,5.5,5.4
1996-07-01,OH,4.9,5.5,5.4
1996-07-01,OK,3.8,5.5,5.4
1996-07-01,OR,5.5,5.5,5.4
1996-07-01,PA,5.3,5.5,5.4
1996-07-01,RI,4.9,5.5,5.4
1996-07-01,SC,5.8,5.5,5.4
1996-07-01,SD,3.2,5.5,5.4
1996-07-01,TN,5.1,5.5,5.4
1996-07-01,TX,5.6,5.5,5.4
1996-07-01,UT,3.3,5.5,5.4
1996-07-01,VA,4.2,5.5,5.4
1996-07-01,VT,4.2,5.5,5.4
1996-07-01,WA,5.9,5.5,5.4
1996-07-01,WI,3.5,5.5,5.4
1996-07-01,WV,7.4,5.5,5.4
1996-07-01,WY,4.9,5.5,5.4
1996-08-01,AK,7.3,5.1,5.22
1996-08-01,AL,5.1,5.1,5.22
1996-08-01,AR,5.2,5.1,5.22
1996-08-01,AZ,5.6,5.1,5.22
1996-08-01,CA,7.1,5.1,5.22
1996-08-01,CO,4.2,5.1,5.22
1996-08-01,CT,5.2,5.1,5.22
1996-08-01,DE,5.2,5.1,5.22
1996-08-01,GA,4.6,5.1,5.22
1996-08-01,HI,5.8,5.1,5.22
1996-08-01,IA,3.6,5.1,5.22
1996-08-01,ID,5.3,5.1,5.22
1996-08-01,IL,5.3,5.1,5.22
1996-08-01,IN,3.8,5.1,5.22
1996-08-01,KS,4.3,5.1,5.22
1996-08-01,KY,5.2,5.1,5.22
1996-08-01,LA,6.3,5.1,5.22
1996-08-01,MA,4.4,5.1,5.22
1996-08-01,MD,4.9,5.1,5.22
1996-08-01,ME,5.2,5.1,5.22
1996-08-01,MI,4.9,5.1,5.22
1996-08-01,MN,3.9,5.1,5.22
1996-08-01,MO,4.7,5.1,5.22
1996-08-01,MS,5.8,5.1,5.22
1996-08-01,MT,5.4,5.1,5.22
1996-08-01,NC,4.2,5.1,5.22
1996-08-01,ND,3.1,5.1,5.22
1996-08-01,NH,3.8,5.1,5.22
1996-08-01,NJ,5.9,5.1,5.22
1996-08-01,NM,7.6,5.1,5.22
1996-08-01,NV,5.0,5.1,5.22
1996-08-01,NY,6.1,5.1,5.22
1996-08-01,OH,4.9,5.1,5.22
1996-08-01,OK,3.8,5.1,5.22
1996-08-01,OR,5.6,5.1,5.22
1996-08-01,PA,5.3,5.1,5.22
1996-08-01,RI,5.0,5.1,5.22
1996-08-01,SC,5.8,5.1,5.22
1996-08-01,SD,3.2,5.1,5.22
1996-08-01,TN,5.1,5.1,5.22
1996-08-01,TX,5.5,5.1,5.22
1996-08-01,UT,3.3,5.1,5.22
1996-08-01,VA,4.2,5.1,5.22
1996-08-01,VT,4.2,5.1,5.22
1996-08-01,WA,5.8,5.1,5.22
1996-08-01,WI,3.5,5.1,5.22
1996-08-01,WV,7.4,5.1,5.22
1996-08-01,WY,5.0,5.1,5.22
1996-09-01,AK,7.3,5.2,5.3
1996-09-01,AL,5.0,5.2,5.3
1996-09-01,AR,5.2,5.2,5.3
1996-09-01,AZ,5.6,5.2,5.3
1996-09-01,CA,7.1,5.2,5.3
1996-09-01,CO,4.1,5.2,5.3
1996-09-01,CT,5.2,5.2,5.3
1996-09-01,DE,5.3,5.2,5.3
1996-09-01,GA,4.6,5.2,5.3
1996-09-01,HI,5.8,5.2,5.3
1996-09-01,IA,3.5,5.2,5.3
1996-09-01,ID,5.3,5.2,5.3
1996-09-01,IL,5.2,5.2,5.3
1996-09-01,IN,3.7,5.2,5.3
1996-09-01,KS,4.3,5.2,5.3
1996-09-01,KY,5.3,5.2,5.3
1996-09-01,LA,6.3,5.2,5.3
1996-09-01,MA,4.4,5.2,5.3
1996-09-01,MD,4.9,5.2,5.3
1996-09-01,ME,5.1,5.2,5.3
1996-09-01,MI,4.9,5.2,5.3
1996-09-01,MN,3.8,5.2,5.3
1996-09-01,MO,4.8,5.2,5.3
1996-09-01,MS,5.8,5.2,5.3
1996-09-01,MT,5.4,5.2,5.3
1996-09-01,NC,4.2,5.2,5.3
1996-09-01,ND,3.1,5.2,5.3
1996-09-01,NH,3.8,5.2,5.3
1996-09-01,NJ,5.9,5.2,5.3
1996-09-01,NM,7.5,5.2,5.3
1996-09-01,NV,5.0,5.2,5.3
1996-09-01,NY,6.1,5.2,5.3
1996-09-01,OH,4.9,5.2,5.3
1996-09-01,OK,3.9,5.2,5.3
1996-09-01,OR,5.6,5.2,5.3
1996-09-01,PA,5.2,5.2,5.3
1996-09-01,RI,5.0,5.2,5.3
1996-09-01,SC,5.8,5.2,5.3
1996-09-01,SD,3.2,5.2,5.3
1996-09-01,TN,5.2,5.2,5.3
1996-09-01,TX,5.5,5.2,5.3
1996-09-01,UT,3.4,5.2,5.3
1996-09-01,VA,4.1,5.2,5.3
1996-09-01,VT,4.2,5.2,5.3
1996-09-01,WA,5.7,5.2,5.3
1996-09-01,WI,3.5,5.2,5.3
1996-09-01,WV,7.4,5.2,5.3
1996-09-01,WY,5.1,5.2,5.3
1996-10-01,AK,7.3,5.2,5.24
1996-10-01,AL,5.1,5.2,5.24
1996-10-01,AR,5.2,5.2,5.24
1996-10-01,AZ,5.6,5.2,5.24
1996-10-01,CA,7.0,5.2,5.24
1996-10-01,CO,4.0,5.2,5.24
1996-10-01,CT,5.3,5.2,5.24
1996-10-01,DE,5.4,5.2,5.24
1996-10-01,GA,4.7,5.2,5.24
1996-10-01,HI,5.9,5.2,5.24
1996-10-01,IA,3.6,5.2,5.24
1996-10-01,ID,5.3,5.2,5.24
1996-10-01,IL,5.2,5.2,5.24
1996-10-01,IN,3.6,5.2,5.24
1996-10-01,KS,4.3,5.2,5.24
1996-10-01,KY,5.5,5.2,5.24
1996-10-01,LA,6.3,5.2,5.24
1996-10-01,MA,4.4,5.2,5.24
1996-10-01,MD,4.9,5.2,5.24
1996-10-01,ME,5.1,5.2,5.24
1996-10-01,MI,4.8,5.2,5.24
1996-10-01,MN,3.7,5.2,5.24
1996-10-01,MO,4.8,5.2,5.24
1996-10-01,MS,5.8,5.2,5.24
1996-10-01,MT,5.4,5.2,5.24
1996-10-01,NC,4.1,5.2,5.24
1996-10-01,ND,3.1,5.2,5.24
1996-10-01,NH,3.7,5.2,5.24
1996-10-01,NJ,5.9,5.2,5.24
1996-10-01,NM,7.4,5.2,5.24
1996-10-01,NV,5.0,5.2,5.24
1996-10-01,NY,6.1,5.2,5.24
1996-10-01,OH,4.9,5.2,5.24
1996-10-01,OK,3.9,5.2,5.24
1996-10-01,OR,5.7,5.2,5.24
1996-10-01,PA,5.2,5.2,5.24
1996-10-01,RI,5.1,5.2,5.24
1996-10-01,SC,5.7,5.2,5.24
1996-10-01,SD,3.2,5.2,5.24
1996-10-01,TN,5.3,5.2,5.24
1996-10-01,TX,5.5,5.2,5.24
1996-10-01,UT,3.4,5.2,5.24
1996-10-01,VA,4.1,5.2,5.24
1996-10-01,VT,4.2,5.2,5.24
1996-10-01,WA,5.6,5.2,5.24
1996-10-01,WI,3.5,5.2,5.24
1996-10-01,WV,7.4,5.2,5.24
1996-10-01,WY,5.1,5.2,5.24
1996-11-01,AK,7.4,5.4,5.31
1996-11-01,AL,5.1,5.4,5.31
1996-11-01,AR,5.2,5.4,5.31
1996-11-01,AZ,5.6,5.4,5.31
1996-11-01,CA,7.0,5.4,5.31
1996-11-01,CO,3.9,5.4,5.31
1996-11-01,CT,5.3,5.4,5.31
1996-11-01,DE,5.3,5.4,5.31
1996-11-01,GA,4.8,5.4,5.31
1996-11-01,HI,6.0,5.4,5.31
1996-11-01,IA,3.6,5.4,5.31
1996-11-01,ID,5.4,5.4,5.31
1996-11-01,IL,5.1,5.4,5.31
1996-11-01,IN,3.5,5.4,5.31
1996-11-01,KS,4.3,5.4,5.31
1996-11-01,KY,5.6,5.4,5.31
1996-11-01,LA,6.2,5.4,5.31
1996-11-01,MA,4.4,5.4,5.31
1996-11-01,MD,4.9,5.4,5.31
1996-11-01,ME,5.2,5.4,5.31
1996-11-01,MI,4.8,5.4,5.31
1996-11-01,MN,3.7,5.4,5.31
1996-11-01,MO,4.8,5.4,5.31
1996-11-01,MS,5.8,5.4,5.31
1996-11-01,MT,5.4,5.4,5.31
1996-11-01,NC,4.1,5.4,5.31
1996-11-01,ND,3.1,5.4,5.31
1996-11-01,NH,3.7,5.4,5.31
1996-11-01,NJ,5.9,5.4,5.31
1996-11-01,NM,7.3,5.4,5.31
1996-11-01,NV,4.9,5.4,5.31
1996-11-01,NY,6.3,5.4,5.31
1996-11-01,OH,5.0,5.4,5.31
1996-11-01,OK,4.0,5.4,5.31
1996-11-01,OR,5.8,5.4,5.31
1996-11-01,PA,5.3,5.4,5.31
1996-11-01,RI,5.3,5.4,5.31
1996-11-01,SC,5.7,5.4,5.31
1996-11-01,SD,3.2,5.4,5.31
1996-11-01,TN,5.4,5.4,5.31
1996-11-01,TX,5.6,5.4,5.31
1996-11-01,UT,3.4,5.4,5.31
1996-11-01,VA,4.1,5.4,5.31
1996-11-01,VT,4.2,5.4,5.31
1996-11-01,WA,5.5,5.4,5.31
1996-11-01,WI,3.5,5.4,5.31
1996-11-01,WV,7.5,5.4,5.31
1996-11-01,WY,5.2,5.4,5.31
1996-12-01,AK,7.4,5.4,5.29
1996-12-01,AL,5.1,5.4,5.29
1996-12-01,AR,5.2,5.4,5.29
1996-12-01,AZ,5.5,5.4,5.29
1996-12-01,CA,7.0,5.4,5.29
1996-12-01,CO,3.9,5.4,5.29
1996-12-01,CT,5.3,5.4,5.29
1996-12-01,DE,5.2,5.4,5.29
1996-12-01,GA,4.8,5.4,5.29
1996-12-01,HI,6.0,5.4,5.29
1996-12-01,IA,3.6,5.4,5.29
1996-12-01,ID,5.4,5.4,5.29
1996-12-01,IL,5.1,5.4,5.29
1996-12-01,IN,3.4,5.4,5.29
1996-12-01,KS,4.2,5.4,5.29
1996-12-01,KY,5.7,5.4,5.29
1996-12-01,LA,6.2,5.4,5.29
1996-12-01,MA,4.4,5.4,5.29
1996-12-01,MD,4.9,5.4,5.29
1996-12-01,ME,5.2,5.4,5.29
1996-12-01,MI,4.8,5.4,5.29
1996-12-01,MN,3.6,5.4,5.29
1996-12-01,MO,4.8,5.4,5.29
1996-12-01,MS,5.9,5.4,5.29
1996-12-01,MT,5.4,5.4,5.29
1996-12-01,NC,4.1,5.4,5.29
1996-12-01,ND,3.1,5.4,5.29
1996-12-01,NH,3.7,5.4,5.29
1996-12-01,NJ,5.9,5.4,5.29
1996-12-01,NM,7.2,5.4,5.29
1996-12-01,NV,4.8,5.4,5.29
1996-12-01,NY,6.4,5.4,5.29
1996-12-01,OH,5.0,5.4,5.29
1996-12-01,OK,4.0,5.4,5.29
1996-12-01,OR,5.9,5.4,5.29
1996-12-01,PA,5.3,5.4,5.29
1996-12-01,RI,5.4,5.4,5.29
1996-12-01,SC,5.7,5.4,5.29
1996-12-01,SD,3.2,5.4,5.29
1996-12-01,TN,5.4,5.4,5.29
1996-12-01,TX,5.7,5.4,5.29
1996-12-01,UT,3.4,5.4,5.29
1996-12-01,VA,4.1,5.4,5.29
1996-12-01,VT,4.2,5.4,5.29
1996-12-01,WA,5.4,5.4,5.29
1996-12-01,WI,3.6,5.4,5.29
1996-12-01,WV,7.5,5.4,5.29
1996-12-01,WY,5.2,5.4,5.29
1997-01-01,AK,7.5,5.3,5.25
1997-01-01,AL,5.1,5.3,5.25
1997-01-01,AR,5.2,5.3,5.25
1997-01-01,AZ,5.3,5.3,5.25
1997-01-01,CA,6.9,5.3,5.25
1997-01-01,CO,3.8,5.3,5.25
1997-01-01,CT,5.3,5.3,5.25
1997-01-01,DE,5.1,5.3,5.25
1997-01-01,GA,4.8,5.3,5.25
1997-01-01,HI,6.1,5.3,5.25
1997-01-01,IA,3.5,5.3,5.25
1997-01-01,ID,5.4,5.3,5.25
1997-01-01,IL,5.1,5.3,5.25
1997-01-01,IN,3.4,5.3,5.25
1997-01-01,KS,4.2,5.3,5.25
1997-01-01,KY,5.7,5.3,5.25
1997-01-01,LA,6.1,5.3,5.25
1997-01-01,MA,4.4,5.3,5.25
1997-01-01,MD,5.0,5.3,5.25
1997-01-01,ME,5.3,5.3,5.25
1997-01-01,MI,4.7,5.3,5.25
1997-01-01,MN,3.5,5.3,5.25
1997-01-01,MO,4.8,5.3,5.25
1997-01-01,MS,5.9,5.3,5.25
1997-01-01,MT,5.5,5.3,5.25
1997-01-01,NC,4.0,5.3,5.25
1997-01-01,ND,3.1,5.3,5.25
1997-01-01,NH,3.6,5.3,5.25
1997-01-01,NJ,5.8,5.3,5.25
1997-01-01,NM,7.1,5.3,5.25
1997-01-01,NV,4.8,5.3,5.25
1997-01-01,NY,6.5,5.3,5.25
1997-01-01,OH,5.1,5.3,5.25
1997-01-01,OK,4.1,5.3,5.25
1997-01-01,OR,5.9,5.3,5.25
1997-01-01,PA,5.3,5.3,5.25
1997-01-01,RI,5.5,5.3,5.25
1997-01-01,SC,5.6,5.3,5.25
1997-01-01,SD,3.1,5.3,5.25
1997-01-01,TN,5.5,5.3,5.25
1997-01-01,TX,5.7,5.3,5.25
1997-01-01,UT,3.3,5.3,5.25
