date,state,unemployment_rate
1993-08-01,CT,6.3
1993-08-01,DE,5.0
1993-08-01,GA,5.6
1993-08-01,HI,4.3
1993-08-01,IA,4.1
1993-08-01,ID,6.0
1993-08-01,IL,7.5
1993-08-01,IN,4.4
1993-08-01,KS,5.0
1993-08-01,KY,6.1
1993-08-01,LA,7.4
1993-08-01,MA,7.0
1993-08-01,MD,6.0
1993-08-01,ME,6.9
1993-08-01,MI,7.3
1993-08-01,MN,4.9
1993-08-01,MS,6.6
1993-09-01,AK,7.7
1993-09-01,AL,7.1
1993-09-01,AR,6.0
1993-09-01,AZ,6.0
1993-09-01,CA,9.4
1993-09-01,CO,5.0
1993-09-01,CT,6.1
1993-09-01,DE,5.1
1993-09-01,GA,5.6
1993-09-01,HI,4.3
1993-09-01,IA,4.0
1993-09-01,ID,5.9
1993-09-01,IL,7.3
1993-09-01,IN,4.4
1993-09-01,KS,4.9
1993-09-01,KY,6.0
1993-09-01,LA,7.4
1993-09-01,MA,6.9
1993-09-01,MD,5.9
1993-09-01,ME,6.9
1993-09-01,MI,7.3
1993-09-01,MN,4.8
1993-09-01,MS,6.5
1993-10-01,AK,7.7
1993-10-01,AL,7.0
1993-10-01,AR,5.9
1993-10-01,AZ,6.0
1993-10-01,CA,9.4
1993-10-01,CO,5.0
1993-10-01,CT,6.0
1993-10-01,DE,5.1
1993-10-01,GA,5.6
1993-10-01,HI,4.4
1993-10-01,IA,4.0
1993-10-01,ID,5.8
1993-10-01,IL,7.1
1993-10-01,IN,4.5
1993-10-01,KS,4.9
1993-10-01,KY,5.9
1993-10-01,LA,7.5
1993-10-01,MA,6.8
1993-10-01,MD,5.8
1993-10-01,ME,6.8
1993-10-01,MI,7.3
1993-10-01,MN,4.7
1993-10-01,MS,6.5
1993-11-01,AK,7.7
1993-11-01,AL,6.9
1993-11-01,AR,5.9
1993-11-01,AZ,6.0
1993-11-01,CA,9.3
1993-11-01,CO,4.9
1993-11-01,CT,5.9
1993-11-01,DE,5.2
1993-11-01,GA,5.6
1993-11-01,HI,4.5
1993-11-01,IA,3.9
1993-11-01,ID,5.7
1993-11-01,IL,7.0
1993-11-01,IN,4.6
1993-11-01,KS,5.0
1993-11-01,KY,5.8
1993-11-01,LA,7.6
1993-11-01,MA,6.7
1993-11-01,MD,5.8
1993-11-01,ME,6.8
1993-11-01,MI,7.3
1993-11-01,MN,4.7
1993-11-01,MS,6.5
1993-12-01,AK,7.7
1993-12-01,AL,6.8
1993-12-01,AR,5.9
1993-12-01,AZ,6.1
1993-12-01,CA,9.3
1993-12-01,CO,4.9
1993-12-01,CT,5.9
1993-12-01,DE,5.2
1993-12-01,GA,5.6
1993-12-01,HI,4.6
1993-12-01,IA,3.9
1993-12-01,ID,5.6
1993-12-01,IL,6.8
1993-12-01,IN,4.8
1993-12-01,KS,5.0
1993-12-01,KY,5.7
1993-12-01,LA,7.7
1993-12-01,MA,6.7
1993-12-01,MD,5.7
1993-12-01,ME,6.8
1993-12-01,MI,7.3
1993-12-01,MN,4.6
1993-12-01,MS,6.5
1994-01-01,AK,7.8
1994-01-01,AL,6.7
1994-01-01,AR,5.8
1994-01-01,AZ,6.2
1994-01-01,CA,9.3
1994-01-01,CO,4.8
1994-01-01,CT,5.8
1994-01-01,DE,5.3
1994-01-01,GA,5.6
1994-01-01,HI,4.8
1994-01-01,IA,3.9
1994-01-01,ID,5.6
1994-01-01,IL,6.6
1994-01-01,IN,4.7
1994-01-01,KS,5.0
1994-01-01,KY,5.7
1994-01-01,LA,7.8
1994-01-01,MA,6.6
1994-01-01,MD,5.6
1994-01-01,ME,6.8
1994-01-01,MI,7.2
1994-01-01,MN,4.5
1994-01-01,MS,6.5
1994-02-01,AK,7.8
1994-02-01,AL,6.5
1994-02-01,AR,5.8
1994-02-01,AZ,6.2
1994-02-01,CA,9.2
1994-02-01,CO,4.7
1994-02-01,CT,5.7
1994-02-01,DE,5.3
1994-02-01,GA,5.5
1994-02-01,HI,4.9
1994-02-01,IA,3.8
1994-02-01,ID,5.5
1994-02-01,IL,6.4
1994-02-01,IN,4.8
1994-02-01,KS,5.0
1994-02-01,KY,5.6
1994-02-01,LA,7.9
1994-02-01,MA,6.6
1994-02-01,MD,5.6
1994-02-01,ME,6.7
1994-02-01,MI,7.0
1994-02-01,MN,4.4
1994-02-01,MS,6.5
1994-03-01,AK,7.8
1994-03-01,AL,6.4
1994-03-01,AR,5.7
1994-03-01,AZ,6.3
1994-03-01,CA,9.1
1994-03-01,CO,4.6
1994-03-01,CT,5.7
1994-03-01,DE,5.3
1994-03-01,GA,5.4
1994-03-01,HI,5.0
1994-03-01,IA,3.8
1994-03-01,ID,5.4
1994-03-01,IL,6.3
1994-03-01,IN,4.7
1994-03-01,KS,4.9
1994-03-01,KY,5.5
1994-03-01,LA,7.8
1994-03-01,MA,6.5
1994-03-01,MD,5.5
1994-03-01,ME,6.7
1994-03-01,MI,6.8
1994-03-01,MN,4.3
1994-03-01,MS,6.5
1994-04-01,AK,7.8
1994-04-01,AL,6.3
1994-04-01,AR,5.7
1994-04-01,AZ,6.3
1994-04-01,CA,9.0
1994-04-01,CO,4.5
1994-04-01,CT,5.6
1994-04-01,DE,5.2
1994-04-01,GA,5.3
1994-04-01,HI,5.1
1994-04-01,IA,3.7
1994-04-01,ID,5.4
1994-04-01,IL,6.1
1994-04-01,IN,4.7
1994-04-01,KS,4.8
1994-04-01,KY,5.4
1994-04-01,LA,7.8
1994-04-01,MA,6.4
1994-04-01,MD,5.4
1994-04-01,ME,6.7
1994-04-01,MI,6.5
1994-04-01,MN,4.1
1994-04-01,MS,6.4
1994-05-01,AK,7.7
1994-05-01,AL,6.2
1994-05-01,AR,5.6
1994-05-01,AZ,6.3
1994-05-01,CA,8.9
1994-05-01,CO,4.3
1994-05-01,CT,5.6
1994-05-01,DE,5.0
1994-05-01,GA,5.2
1994-05-01,HI,5.2
1994-05-01,IA,3.6
1994-05-01,ID,5.4
1994-05-01,IL,5.9
1994-05-01,IN,4.7
1994-05-01,KS,4.7
1994-05-01,KY,5.4
1994-05-01,LA,7.7
1994-05-01,MA,6.3
1994-05-01,MD,5.3
1994-05-01,ME,6.7
1994-05-01,MI,6.2
1994-05-01,MN,4.0
1994-05-01,MS,6.3
1994-06-01,AK,7.6
1994-06-01,AL,6.1
1994-06-01,AR,5.5
1994-06-01,AZ,6.4
1994-06-01,CA,8.8
1994-06-01,CO,4.2
1994-06-01,CT,5.6
1994-06-01,DE,4.9
1994-06-01,GA,5.1
1994-06-01,HI,5.2
1994-06-01,IA,3.5
1994-06-01,ID,5.4
1994-06-01,IL,5.8
1994-06-01,IN,4.7
1994-06-01,KS,4.7
1994-06-01,KY,5.3
1994-06-01,LA,7.7
1994-06-01,MA,6.2
1994-06-01,MD,5.2
1994-06-01,ME,6.7
1994-06-01,MI,6.0
1994-06-01,MN,3.9
1994-06-01,MS,6.3
1994-07-01,AK,7.6
1994-07-01,AL,6.0
1994-07-01,AR,5.4
1994-07-01,AZ,6.4
1994-07-01,CA,8.6
1994-07-01,CO,4.0
1994-07-01,CT,5.5
1994-07-01,DE,4.7
1994-07-01,GA,5.0
1994-07-01,HI,5.3
1994-07-01,IA,3.5
1994-07-01,ID,5.5
1994-07-01,IL,5.7
1994-07-01,IN,4.7
1994-07-01,KS,4.6
1994-07-01,KY,5.3
1994-07-01,LA,7.6
1994-07-01,MA,6.2
1994-07-01,MD,5.2
1994-07-01,ME,6.7
1994-07-01,MI,5.9
1994-07-01,MN,3.9
1994-07-01,MS,6.2
1994-08-01,AK,7.5
1994-08-01,AL,6.0
1994-08-01,AR,5.4
1994-08-01,AZ,6.3
1994-08-01,CA,8.5
1994-08-01,CO,3.9
1994-08-01,CT,5.5
1994-08-01,DE,4.6
1994-08-01,GA,4.9
1994-08-01,HI,5.3
1994-08-01,IA,3.5
1994-08-01,ID,5.5
1994-08-01,IL,5.6
1994-08-01,IN,4.7
1994-08-01,KS,4.7
1994-08-01,KY,5.3
1994-08-01,LA,7.6
1994-08-01,MA,6.1
1994-08-01,MD,5.1
1994-08-01,ME,6.7
1994-08-01,MI,5.8
1994-08-01,MN,3.9
1994-08-01,MS,6.2
1994-09-01,AK,7.4
1994-09-01,AL,6.0
1994-09-01,AR,5.3
1994-09-01,AZ,6.3
1994-09-01,CA,8.4
1994-09-01,CO,3.8
1994-09-01,CT,5.5
1994-09-01,DE,4.4
1994-09-01,GA,4.8
1994-09-01,HI,5.3
1994-09-01,IA,3.5
1994-09-01,ID,5.6
1994-09-01,IL,5.5
1994-09-01,IN,4.6
1994-09-01,KS,4.7
1994-09-01,KY,5.3
1994-09-01,LA,7.5
1994-09-01,MA,6.1
1994-09-01,MD,5.1
1994-09-01,ME,6.6
1994-09-01,MI,5.7
1994-09-01,MN,3.9
1994-09-01,MS,6.2
1994-10-01,AK,7.3
1994-10-01,AL,6.0
1994-10-01,AR,5.2
1994-10-01,AZ,6.1
1994-10-01,CA,8.2
1994-10-01,CO,3.7
1994-10-01,CT,5.5
1994-10-01,DE,4.3
1994-10-01,GA,4.7
1994-10-01,HI,5.3
1994-10-01,IA,3.5
1994-10-01,ID,5.6
1994-10-01,IL,5.4
1994-10-01,IN,4.5
1994-10-01,KS,4.8
1994-10-01,KY,5.2
1994-10-01,LA,7.4
1994-10-01,MA,6.0
1994-10-01,MD,5.0
1994-10-01,ME,6.4
1994-10-01,MI,5.5
1994-10-01,MN,3.9
1994-10-01,MS,6.1
1994-11-01,AK,7.2
1994-11-01,AL,5.9
1994-11-01,AR,5.1
1994-11-01,AZ,5.9
1994-11-01,CA,8.0
1994-11-01,CO,3.6
1994-11-01,CT,5.4
1994-11-01,DE,4.1
1994-11-01,GA,4.6
1994-11-01,HI,5.2
1994-11-01,IA,3.5
1994-11-01,ID,5.6
1994-11-01,IL,5.2
1994-11-01,IN,4.4
1994-11-01,KS,4.7
1994-11-01,KY,5.2
1994-11-01,LA,7.3
1994-11-01,MA,5.9
1994-11-01,MD,5.0
1994-11-01,ME,6.3
1994-11-01,MI,5.3
1994-11-01,MN,3.8
1994-11-01,MS,6.1
1994-12-01,AK,7.1
1994-12-01,AL,5.9
1994-12-01,AR,5.0
1994-12-01,AZ,5.7
1994-12-01,CA,7.9
1994-12-01,CO,3.6
1994-12-01,CT,5.4
1994-12-01,DE,4.0
1994-12-01,GA,4.5
1994-12-01,HI,5.1
1994-12-01,IA,3.4
1994-12-01,ID,5.5
1994-12-01,IL,5.1
1994-12-01,IN,4.3
1994-12-01,KS,4.7
1994-12-01,KY,5.1
1994-12-01,LA,7.2
1994-12-01,MA,5.8
1994-12-01,MD,4.9
1994-12-01,ME,6.1
1994-12-01,MI,5.2
1994-12-01,MN,3.8
1994-12-01,MS,6.0
1995-01-01,AK,7.1
1995-01-01,AL,5.9
1995-01-01,AR,4.9
1995-01-01,AZ,5.6
1995-01-01,CA,7.8
1995-01-01,CO,3.6
1995-01-01,CT,5.3
1995-01-01,DE,4.0
1995-01-01,GA,4.5
1995-01-01,HI,5.1
1995-01-01,IA,3.4
1995-01-01,ID,5.5
1995-01-01,IL,5.0
1995-01-01,IN,4.2
1995-01-01,KS,4.7
1995-01-01,KY,5.1
1995-01-01,LA,7.1
1995-01-01,MA,5.7
1995-01-01,MD,4.9
1995-01-01,ME,6.0
1995-01-01,MI,5.2
1995-01-01,MN,3.7
1995-01-01,MS,6.0
1995-02-01,AK,7.1
1995-02-01,AL,5.9
1995-02-01,AR,4.8
1995-02-01,AZ,5.5
1995-02-01,CA,7.8
1995-02-01,CO,3.6
1995-02-01,CT,5.3
1995-02-01,DE,3.9
1995-02-01,GA,4.5
1995-02-01,HI,5.1
1995-02-01,IA,3.4
1995-02-01,ID,5.4
1995-02-01,IL,5.0
1995-02-01,IN,4.3
1995-02-01,KS,4.6
1995-02-01,KY,5.1
1995-02-01,LA,7.1
1995-02-01,MA,5.6
1995-02-01,MD,4.9
1995-02-01,ME,5.9
1995-02-01,MI,5.3
1995-02-01,MN,3.7
1995-02-01,MS,6.0
1995-03-01,AK,7.1
1995-03-01,AL,6.0
1995-03-01,AR,4.8
1995-03-01,AZ,5.4
1995-03-01,CA,7.8
1995-03-01,CO,3.7
1995-03-01,CT,5.3
1995-03-01,DE,4.0
1995-03-01,GA,4.6
1995-03-01,HI,5.2
1995-03-01,IA,3.5
1995-03-01,ID,5.4
1995-03-01,IL,5.1
1995-03-01,IN,4.4
1995-03-01,KS,4.6
1995-03-01,KY,5.2
1995-03-01,LA,7.0
1995-03-01,MA,5.6
1995-03-01,MD,4.9
1995-03-01,ME,5.9
1995-03-01,MI,5.5
1995-03-01,MN,3.7
1995-03-01,MS,6.0
1995-04-01,AK,7.1
1995-04-01,AL,6.0
1995-04-01,AR,4.8
1995-04-01,AZ,5.4
1995-04-01,CA,7.9
1995-04-01,CO,3.9
1995-04-01,CT,5.3
1995-04-01,DE,4.2
1995-04-01,GA,4.7
1995-04-01,HI,5.3
1995-04-01,IA,3.5
1995-04-01,ID,5.4
1995-04-01,IL,5.1
1995-04-01,IN,4.4
1995-04-01,KS,4.5
1995-04-01,KY,5.3
1995-04-01,LA,7.0
1995-04-01,MA,5.6
1995-04-01,MD,5.0
1995-04-01,ME,5.9
1995-04-01,MI,5.6
1995-04-01,MN,3.7
1995-04-01,MS,6.1
1995-05-01,AK,7.2
1995-05-01,AL,6.0
1995-05-01,AR,4.8
1995-05-01,AZ,5.4
1995-05-01,CA,8.0
1995-05-01,CO,4.0
1995-05-01,CT,5.4
1995-05-01,DE,4.3
1995-05-01,GA,4.8
1995-05-01,HI,5.4
1995-05-01,IA,3.6
1995-05-01,ID,5.5
1995-05-01,IL,5.2
1995-05-01,IN,4.5
1995-05-01,KS,4.5
1995-05-01,KY,5.4
1995-05-01,LA,6.9
1995-05-01,MA,5.6
1995-05-01,MD,5.0
1995-05-01,ME,6.0
1995-05-01,MI,5.6
1995-05-01,MN,3.7
1995-05-01,MS,6.2
1995-06-01,AK,7.3
1995-06-01,AL,6.0
1995-06-01,AR,4.8
1995-06-01,AZ,5.4
1995-06-01,CA,8.0
1995-06-01,CO,4.1
1995-06-01,CT,5.4
1995-06-01,DE,4.3
1995-06-01,GA,4.9
1995-06-01,HI,5.5
1995-06-01,IA,3.6
1995-06-01,ID,5.5
1995-06-01,IL,5.2
1995-06-01,IN,4.5
1995-06-01,KS,4.4
1995-06-01,KY,5.5
1995-06-01,LA,6.9
1995-06-01,MA,5.6
1995-06-01,MD,5.0
1995-06-01,ME,6.0
1995-06-01,MI,5.6
1995-06-01,MN,3.6
1995-06-01,MS,6.3
1995-07-01,AK,7.3
1995-07-01,AL,5.9
1995-07-01,AR,4.8
1995-07-01,AZ,5.4
1995-07-01,CA,8.0
1995-07-01,CO,4.2
1995-07-01,CT,5.4
1995-07-01,DE,4.4
1995-07-01,GA,5.0
1995-07-01,HI,5.6
1995-07-01,IA,3.6
1995-07-01,ID,5.5
1995-07-01,IL,5.3
1995-07-01,IN,4.5
1995-07-01,KS,4.3
1995-07-01,KY,5.6
1995-07-01,LA,6.8
1995-07-01,MA,5.5
1995-07-01,MD,5.0
1995-07-01,ME,6.0
1995-07-01,MI,5.5
1995-07-01,MN,3.6
1995-07-01,MS,6.3
1995-08-01,AK,7.4
1995-08-01,AL,5.9
1995-08-01,AR,4.9
1995-08-01,AZ,5.3
1995-08-01,CA,8.0
1995-08-01,CO,4.2
1995-08-01,CT,5.3
1995-08-01,DE,4.5
1995-08-01,GA,4.9
1995-08-01,HI,5.7
1995-08-01,IA,3.5
1995-08-01,ID,5.5
1995-08-01,IL,5.3
1995-08-01,IN,4.4
1995-08-01,KS,4.2
1995-08-01,KY,5.6
1995-08-01,LA,6.7
1995-08-01,MA,5.4
1995-08-01,MD,5.0
1995-08-01,ME,5.9
1995-08-01,MI,5.3
1995-08-01,MN,3.6
1995-08-01,MS,6.3
1995-09-01,AK,7.5
1995-09-01,AL,5.8
1995-09-01,AR,4.9
1995-09-01,AZ,5.2
1995-09-01,CA,7.9
1995-09-01,CO,4.2
1995-09-01,CT,5.3
1995-09-01,DE,4.6
1995-09-01,GA,4.9
1995-09-01,HI,5.7
1995-09-01,IA,3.5
1995-09-01,ID,5.5
1995-09-01,IL,5.3
1995-09-01,IN,4.4
1995-09-01,KS,4.1
1995-09-01,KY,5.5
1995-09-01,LA,6.7
1995-09-01,MA,5.3
1995-09-01,MD,5.0
1995-09-01,ME,5.8
1995-09-01,MI,5.2
1995-09-01,MN,3.6
1995-09-01,MS,6.3
1995-10-01,AK,7.5
1995-10-01,AL,5.7
1995-10-01,AR,4.9
1995-10-01,AZ,5.2
1995-10-01,CA,7.9
1995-10-01,CO,4.2
1995-10-01,CT,5.2
1995-10-01,DE,4.7
1995-10-01,GA,4.8
1995-10-01,HI,5.8
1995-10-01,IA,3.5
1995-10-01,ID,5.5
1995-10-01,IL,5.3
1995-10-01,IN,4.4
1995-10-01,KS,4.1
1995-10-01,KY,5.5
1995-10-01,LA,6.6
1995-10-01,MA,5.3
1995-10-01,MD,5.0
1995-10-01,ME,5.7
1995-10-01,MI,5.1
1995-10-01,MN,3.6
1995-10-01,MS,6.3
1995-11-01,AK,7.6
1995-11-01,AL,5.6
1995-11-01,AR,5.0
1995-11-01,AZ,5.1
1995-11-01,CA,7.9
1995-11-01,CO,4.2
1995-11-01,CT,5.2
1995-11-01,DE,4.8
1995-11-01,GA,4.7
1995-11-01,HI,5.8
1995-11-01,IA,3.5
1995-11-01,ID,5.5
1995-11-01,IL,5.3
1995-11-01,IN,4.4
1995-11-01,KS,4.0
1995-11-01,KY,5.5
1995-11-01,LA,6.7
1995-11-01,MA,5.2
1995-11-01,MD,5.0
1995-11-01,ME,5.7
1995-11-01,MI,5.0
1995-11-01,MN,3.7
1995-11-01,MS,6.2
1995-12-01,AK,7.6
1995-12-01,AL,5.5
1995-12-01,AR,5.0
1995-12-01,AZ,5.2
1995-12-01,CA,7.8
1995-12-01,CO,4.2
1995-12-01,CT,5.2
1995-12-01,DE,5.0
1995-12-01,GA,4.7
1995-12-01,HI,5.8
1995-12-01,IA,3.5
1995-12-01,ID,5.5
1995-12-01,IL,5.3
1995-12-01,IN,4.4
1995-12-01,KS,4.0
1995-12-01,KY,5.4
1995-12-01,LA,6.7
1995-12-01,MA,5.1
1995-12-01,MD,5.0
1995-12-01,ME,5.6
1995-12-01,MI,5.0
1995-12-01,MN,3.7
1995-12-01,MS,6.2
1996-01-01,AK,7.7
1996-01-01,AL,5.4
1996-01-01,AR,5.0
1996-01-01,AZ,5.2
1996-01-01,CA,7.8
1996-01-01,CO,4.2
1996-01-01,CT,5.2
1996-01-01,DE,5.1
1996-01-01,GA,4.6
1996-01-01,HI,5.9
1996-01-01,IA,3.5
1996-01-01,ID,5.5
1996-01-01,IL,5.3
1996-01-01,IN,4.4
1996-01-01,KS,4.1
1996-01-01,KY,5.4
1996-01-01,LA,6.7
1996-01-01,MA,5.0
1996-01-01,MD,5.0
1996-01-01,ME,5.5
1996-01-01,MI,4.9
1996-01-01,MN,3.8
1996-01-01,MS,6.2
1996-02-01,AK,7.7
1996-02-01,AL,5.4
1996-02-01,AR,5.1
1996-02-01,AZ,5.3
1996-02-01,CA,7.8
1996-02-01,CO,4.2
1996-02-01,CT,5.2
1996-02-01,DE,5.2
1996-02-01,GA,4.6
1996-02-01,HI,5.9
1996-02-01,IA,3.6
1996-02-01,ID,5.5
1996-02-01,IL,5.3
1996-02-01,IN,4.4
1996-02-01,KS,4.1
1996-02-01,KY,5.4
1996-02-01,LA,6.6
1996-02-01,MA,4.9
1996-02-01,MD,5.0
1996-02-01,ME,5.5
1996-02-01,MI,4.9
1996-02-01,MN,3.9
1996-02-01,MS,6.2
1996-03-01,AK,7.6
1996-03-01,AL,5.3
1996-03-01,AR,5.1
1996-03-01,AZ,5.3
1996-03-01,CA,7.7
1996-03-01,CO,4.3
1996-03-01,CT,5.2
1996-03-01,DE,5.2
1996-03-01,GA,4.6
1996-03-01,HI,5.9
1996-03-01,IA,3.6
1996-03-01,ID,5.5
1996-03-01,IL,5.4
1996-03-01,IN,4.3
1996-03-01,KS,4.2
1996-03-01,KY,5.4
1996-03-01,LA,6.6
1996-03-01,MA,4.9
1996-03-01,MD,5.0
1996-03-01,ME,5.5
1996-03-01,MI,4.9
1996-03-01,MN,3.9
1996-03-01,MS,6.2
1996-04-01,AK,7.6
1996-04-01,AL,5.3
1996-04-01,AR,5.2
1996-04-01,AZ,5.4
1996-04-01,CA,7.6
1996-04-01,CO,4.3
1996-04-01,CT,5.2
1996-04-01,DE,5.2
1996-04-01,GA,4.6
1996-04-01,HI,5.9
1996-04-01,IA,3.6
1996-04-01,ID,5.5
1996-04-01,IL,5.4
1996-04-01,IN,4.2
1996-04-01,KS,4.3
1996-04-01,KY,5.4
1996-04-01,LA,6.6
1996-04-01,MA,4.8
1996-04-01,MD,5.0
1996-04-01,ME,5.5
1996-04-01,MI,5.0
1996-04-01,MN,4.0
1996-04-01,MS,6.2
1996-05-01,AK,7.5
1996-05-01,AL,5.2
1996-05-01,AR,5.2
1996-05-01,AZ,5.5
1996-05-01,CA,7.5
1996-05-01,CO,4.3
1996-05-01,CT,5.2
1996-05-01,DE,5.2
1996-05-01,GA,4.6
1996-05-01,HI,5.9
1996-05-01,IA,3.6
1996-05-01,ID,5.4
1996-05-01,IL,5.4
1996-05-01,IN,4.1
1996-05-01,KS,4.3
1996-05-01,KY,5.3
1996-05-01,LA,6.5
1996-05-01,MA,4.7
1996-05-01,MD,5.0
1996-05-01,ME,5.4
1996-05-01,MI,5.0
1996-05-01,MN,4.0
1996-05-01,MS,6.1
1996-06-01,AK,7.4
1996-06-01,AL,5.2
1996-06-01,AR,5.2
1996-06-01,AZ,5.6
1996-06-01,CA,7.3
1996-06-01,CO,4.3
1996-06-01,CT,5.2
1996-06-01,DE,5.1
1996-06-01,GA,4.5
1996-06-01,HI,5.9
1996-06-01,IA,3.6
1996-06-01,ID,5.4
1996-06-01,IL,5.4
1996-06-01,IN,4.0
1996-06-01,KS,4.3
1996-06-01,KY,5.2
1996-06-01,LA,6.4
1996-06-01,MA,4.6
1996-06-01,MD,4.9
1996-06-01,ME,5.3
1996-06-01,MI,5.0
1996-06-01,MN,4.0
1996-06-01,MS,6.0
1996-07-01,AK,7.3
1996-07-01,AL,5.1
1996-07-01,AR,5.2
1996-07-01,AZ,5.6
1996-07-01,CA,7.2
1996-07-01,CO,4.3
1996-07-01,CT,5.2
1996-07-01,DE,5.2
1996-07-01,GA,4.5
1996-07-01,HI,5.8
1996-07-01,IA,3.6
1996-07-01,ID,5.3
1996-07-01,IL,5.4
1996-07-01,IN,3.9
1996-07-01,KS,4.3
1996-07-01,KY,5.2
1996-07-01,LA,6.4
1996-07-01,MA,4.5
1996-07-01,MD,4.9
1996-07-01,ME,5.3
1996-07-01,MI,5.0
1996-07-01,MN,3.9
1996-07-01,MS,5.9
1996-08-01,AK,7.3
1996-08-01,AL,5.1
1996-08-01,AR,5.2
1996-08-01,AZ,5.6
1996-08-01,CA,7.1
1996-08-01,CO,4.2
1996-08-01,CT,5.2
1996-08-01,DE,5.2
1996-08-01,GA,4.6
1996-08-01,HI,5.8
1996-08-01,IA,3.6
1996-08-01,ID,5.3
1996-08-01,IL,5.3
1996-08-01,IN,3.8
1996-08-01,KS,4.3
1996-08-01,KY,5.2
1996-08-01,LA,6.3
1996-08-01,MA,4.4
1996-08-01,MD,4.9
1996-08-01,ME,5.2
1996-08-01,MI,4.9
1996-08-01,MN,3.9
1996-08-01,MS,5.8
1996-09-01,AK,7.3
1996-09-01,AL,5.0
1996-09-01,AR,5.2
1996-09-01,AZ,5.6
1996-09-01,CA,7.1
1996-09-01,CO,4.1
1996-09-01,CT,5.2
1996-09-01,DE,5.3
1996-09-01,GA,4.6
1996-09-01,HI,5.8
1996-09-01,IA,3.5
1996-09-01,ID,5.3
1996-09-01,IL,5.2
1996-09-01,IN,3.7
1996-09-01,KS,4.3
1996-09-01,KY,5.3
1996-09-01,LA,6.3
1996-09-01,MA,4.4
1996-09-01,MD,4.9
1996-09-01,ME,5.1
1996-09-01,MI,4.9
1996-09-01,MN,3.8
1996-09-01,MS,5.8
1996-10-01,AK,7.3
1996-10-01,AL,5.1
1996-10-01,AR,5.2
1996-10-01,AZ,5.6
1996-10-01,CA,7.0
1996-10-01,CO,4.0
1996-10-01,CT,5.3
1996-10-01,DE,5.4
1996-10-01,GA,4.7
1996-10-01,HI,5.9
1996-10-01,IA,3.6
1996-10-01,ID,5.3
1996-10-01,IL,5.2
1996-10-01,IN,3.6
1996-10-01,KS,4.3
1996-10-01,KY,5.5
1996-10-01,LA,6.3
1996-10-01,MA,4.4
1996-10-01,MD,4.9
1996-10-01,ME,5.1
1996-10-01,MI,4.8
1996-10-01,MN,3.7
1996-10-01,MS,5.8
1996-11-01,AK,7.4
1996-11-01,AL,5.1
1996-11-01,AR,5.2
1996-11-01,AZ,5.6
1996-11-01,CA,7.0
1996-11-01,CO,3.9
1996-11-01,CT,5.3
1996-11-01,DE,5.3
1996-11-01,GA,4.8
1996-11-01,HI,6.0
1996-11-01,IA,3.6
1996-11-01,ID,5.4
1996-11-01,IL,5.1
1996-11-01,IN,3.5
1996-11-01,KS,4.3
1996-11-01,KY,5.6
1996-11-01,LA,6.2
1996-11-01,MA,4.4
1996-11-01,MD,4.9
1996-11-01,ME,5.2
1996-11-01,MI,4.8
1996-11-01,MN,3.7
1996-11-01,MS,5.8
1996-12-01,AK,7.4
1996-12-01,AL,5.1
1996-12-01,AR,5.2
1996-12-01,AZ,5.5
1996-12-01,CA,7.0
1996-12-01,CO,3.9
1996-12-01,CT,5.3
1996-12-01,DE,5.2
1996-12-01,GA,4.8
1996-12-01,HI,6.0
1996-12-01,IA,3.6
1996-12-01,ID,5.4
1996-12-01,IL,5.1
1996-12-01,IN,3.4
1996-12-01,KS,4.2
1996-12-01,KY,5.7
1996-12-01,LA,6.2
1996-12-01,MA,4.4
1996-12-01,MD,4.9
1996-12-01,ME,5.2
1996-12-01,MI,4.8
1996-12-01,MN,3.6
1996-12-01,MS,5.9
1997-01-01,AK,7.5
1997-01-01,AL,5.1
1997-01-01,AR,5.2
1997-01-01,AZ,5.3
1997-01-01,CA,6.9
1997-01-01,CO,3.8
1997-01-01,CT,5.3
1997-01-01,DE,5.1
1997-01-01,GA,4.8
1997-01-01,HI,6.1
1997-01-01,IA,3.5
1997-01-01,ID,5.4
1997-01-01,IL,5.1
1997-01-01,IN,3.4
1997-01-01,KS,4.2
1997-01-01,KY,5.7
1997-01-01,LA,6.1
1997-01-01,MA,4.4
1997-01-01,MD,5.0
1997-01-01,ME,5.3
1997-01-01,MI,4.7
1997-01-01,MN,3.5
1997-01-01,MS,5.9
1997-02-01,AK,7.4
1997-02-01,AL,5.1
1997-02-01,AR,5.2
1997-02-01,AZ,5.2
1997-02-01,CA,6.8
1997-02-01,CO,3.6
1997-02-01,CT,5.2
1997-02-01,DE,4.9
1997-02-01,GA,4.8
1997-02-01,HI,6.1
1997-02-01,IA,3.4
1997-02-01,ID,5.4
1997-02-01,IL,5.0
1997-02-01,IN,3.4
1997-02-01,KS,4.1
1997-02-01,KY,5.7
1997-02-01,LA,6.1
1997-02-01,MA,4.3
1997-02-01,MD,5.0
1997-02-01,ME,5.4
1997-02-01,MI,4.6
1997-02-01,MN,3.5
1997-02-01,MS,5.8
1997-03-01,AK,7.3
1997-03-01,AL,5.1
1997-03-01,AR,5.1
1997-03-01,AZ,5.0
1997-03-01,CA,6.7
1997-03-01,CO,3.5
1997-03-01,CT,5.1
1997-03-01,DE,4.8
1997-03-01,GA,4.7
1997-03-01,HI,6.1
1997-03-01,IA,3.4
1997-03-01,ID,5.3
1997-03-01,IL,4.9
